player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Tim Settle,48966,DI,HST,17,5,1.4,0,0,13,64.5,57.6,64.6,69.5,42.6,42.5,7.7,2,2,218,221,6.9,15,19
Khalil Davis,48988,DI,SF,12,4,1.5,0,0,28,60.0,54.9,82.7,52.8,56.8,42.9,9.1,1,0,91,94,4.4,4,6
Kendal Vickers,48993,DI,NO,1,0,3.0,0,0,20,,60.7,74.6,57.0,62.2,68.7,0.0,0,0,9,9,11.1,1,2
Nick Scott,49012,S,CAR,6,5,13.0,0,0,5,56.7,52.6,83.5,39.7,48.1,37.5,27.3,3,0,144,149,0.0,0,3
Justin Reid,49048,S,KC,16,7,5.2,0,0,16,77.4,76.9,66.2,58.7,75.9,78.0,17.9,7,4,318,327,4.1,13,25
Tre Flowers,49059,CB,IND,1,0,,0,0,14,46.5,43.3,71.2,53.0,60.0,27.0,,0,0,1,1,0.0,0,0
Khaleke Hudson,49073,LB,CLV,4,0,0.0,0,0,8,60.0,48.0,68.9,71.0,44.2,69.9,0.0,0,0,11,11,9.1,1,1
Jalen Thompson,49116,S,ARZ,15,17,12.5,0,0,1,64.2,68.8,84.9,58.4,76.2,83.5,9.6,5,1,370,378,1.4,5,30
Ryan Neal,49132,S,TB,1,1,4.0,0,0,30,65.6,72.3,73.6,55.3,73.6,78.9,0.0,0,0,3,3,0.0,0,1
Jessie Bates III,49162,S,ATL,17,13,5.9,0,2,2,81.4,80.2,62.9,51.6,80.4,61.2,18.4,9,1,402,414,2.2,9,27
Ezekiel Turner,49167,LB,DET,5,2,6.0,0,0,11,39.1,49.7,79.0,69.6,71.3,81.0,0.0,0,0,22,23,0.0,0,2
Elijah Campbell,49190,S,MIA,8,0,9.0,0,0,17,50.6,39.8,0.0,55.9,43.5,34.2,0.0,0,1,21,23,0.0,0,1
Jordan Whitehead,49196,S,TB,12,10,7.0,0,0,30,53.5,58.0,84.4,47.9,70.3,66.4,14.9,7,0,231,239,5.6,13,30
Ronnie Harrison,49206,S,IND,3,0,,0,0,14,,31.6,68.2,,44.8,22.3,100.0,1,0,2,3,0.0,0,0
Demetrius Flannigan-Fowles,49231,LB,SF,7,1,3.6,0,0,28,30.2,30.6,77.0,59.0,42.2,27.1,20.0,2,0,83,85,3.6,3,7
Andrew Wingard,49268,S,JAX,4,1,8.8,0,0,15,77.6,78.6,79.9,50.6,63.7,83.9,0.0,0,0,82,85,0.0,0,8
Carlton Davis III,49335,CB,DET,13,8,2.1,1,0,11,72.1,74.5,86.4,60.0,77.7,64.4,17.9,5,8,217,228,5.1,11,15
Kindle Vildor,49346,CB,DET,13,1,5.0,1,0,11,47.9,48.3,82.4,58.8,50.8,67.2,0.0,0,4,79,80,0.0,0,1
Jaire Alexander,49350,CB,GB,7,0,12.0,0,0,12,80.7,77.3,36.4,,57.8,39.4,25.0,1,2,126,129,0.8,1,3
Ugo Amadi,49352,CB,NO,10,3,3.5,2,0,20,50.0,55.2,85.6,68.4,66.6,60.4,8.7,2,2,175,179,4.6,8,18
Greg Stroman Jr.,49354,CB,NYG,4,0,5.0,0,0,21,59.4,63.1,81.6,78.7,62.8,50.6,16.7,1,0,54,55,7.4,4,5
Isaac Yiadom,49355,CB,SF,15,5,6.6,0,1,28,55.3,59.5,87.7,,76.1,64.5,13.6,3,2,164,168,3.7,6,14
Chris Lammons,49368,CB,IND,3,1,12.0,0,0,14,44.1,56.8,77.3,95.2,60.5,51.3,33.3,1,0,27,27,0.0,0,1
C.J. Gardner-Johnson,49371,S,PHI,16,9,5.7,0,0,24,81.3,75.1,40.7,,60.8,48.7,16.1,5,2,320,328,2.8,9,17
Jaylon Jones,49374,CB,CHI,3,1,,0,0,6,71.0,71.7,78.4,,66.4,82.5,0.0,0,0,19,20,0.0,0,0
Donte Jackson,49377,CB,PIT,15,1,3.6,2,0,25,46.3,50.1,61.5,,72.9,31.4,14.3,1,3,269,274,1.1,3,5
Cam Lewis,49395,S,BUF,14,7,5.2,0,0,4,62.9,61.4,84.5,62.5,52.0,38.9,15.0,3,1,168,177,4.2,7,10
M.J. Stewart,49397,S,HST,6,0,3.4,0,0,13,60.5,68.0,77.8,56.6,81.8,82.7,0.0,0,0,35,36,5.7,2,5
Donovan Wilson,49408,S,DAL,17,15,7.5,0,0,9,59.0,63.7,48.0,69.9,69.7,56.0,15.5,9,2,401,415,3.7,15,34
Julian Blackmon,49434,S,IND,16,11,10.0,0,0,14,73.5,69.3,88.7,69.4,55.1,60.3,17.6,9,0,446,457,1.8,8,31
Ka'dar Hollman,49446,CB,HST,3,0,11.5,0,0,13,57.0,55.9,79.4,,49.6,48.3,33.3,1,1,34,34,0.0,0,2
Taron Johnson,49511,CB,BUF,12,5,6.4,0,1,4,61.1,65.0,29.0,63.4,76.8,72.3,13.8,4,3,226,233,5.3,12,20
Nick McCloud,49535,CB,SF,9,5,0.5,0,0,28,46.2,51.1,80.5,78.2,60.8,48.8,22.2,2,0,94,97,2.1,2,2
Denzel Ward,49558,CB,CLV,16,5,7.7,2,0,8,68.9,68.4,86.2,54.1,61.1,38.6,13.0,3,4,308,314,2.3,7,15
Ashtyn Davis,49560,S,NYJ,12,6,7.7,0,0,22,67.8,71.1,80.0,50.4,73.4,70.7,6.3,1,1,99,101,3.0,3,9
Rock Ya-Sin,49564,CB,SF,3,0,4.0,0,0,28,50.3,44.2,0.0,,48.5,72.8,0.0,0,3,28,31,0.0,0,1
Duke Shelley,49569,CB,NYG,1,0,,0,0,21,59.9,60.2,71.7,,60.0,78.6,,0,0,1,1,0.0,0,0
Matt Dickerson,49601,DI,MIA,3,0,,0,0,17,,65.9,73.3,73.7,55.0,,,0,0,7,7,0.0,0,0
Zach Allen,49605,DI,DEN,16,13,1.2,0,0,10,60.6,63.7,53.2,72.0,50.4,38.2,15.4,8,4,311,317,8.4,26,31
Nick Thurman,49607,DI,CAR,9,9,3.9,0,0,5,,38.8,60.1,56.2,38.1,43.6,10.5,2,1,146,152,2.7,4,8
Genard Avery,49699,ED,IND,1,0,,0,0,14,,57.4,69.4,59.1,60.0,,,0,0,1,1,0.0,0,0
Quincy Williams,49779,LB,NYJ,17,12,2.1,0,1,22,61.0,68.0,82.7,56.8,74.3,60.8,11.7,9,2,465,483,8.8,41,56
Azeez Al-Shaair,49792,LB,HST,11,12,2.5,1,1,13,59.8,71.4,13.9,66.4,83.7,73.0,2.0,1,4,217,221,11.5,25,37
Zaire Franklin,49834,LB,IND,17,36,3.1,0,1,14,48.7,61.0,86.6,62.3,72.3,63.2,5.7,6,1,497,509,8.0,40,64
Christian Rozeboom,49862,LB,LA,16,31,3.4,0,0,26,60.9,59.0,63.0,52.5,58.4,62.1,9.3,8,1,350,361,7.7,27,47
B.J. Hill,49894,DI,CIN,15,12,2.3,0,0,7,63.3,70.2,67.7,64.2,69.2,40.8,5.9,3,2,269,273,9.3,25,36
Sebastian Joseph-Day,49935,DI,TEN,17,11,2.1,0,0,31,60.7,70.2,74.5,52.3,77.7,38.7,14.6,7,1,251,258,10.4,26,30
Jerry Tillery,49949,DI,MIN,17,7,2.5,0,1,18,60.2,51.6,71.0,54.3,51.8,53.5,7.7,2,1,208,216,4.8,10,17
Derrick Nnadi,49970,DI,KC,17,4,3.9,0,0,16,57.7,35.8,55.7,46.6,40.3,28.6,14.3,2,1,125,128,2.4,3,8
Broderick Washington,50049,DI,BLT,15,3,1.9,0,1,3,61.4,53.5,71.5,56.5,51.1,30.1,11.1,2,1,165,171,7.3,12,13
Uchenna Nwosu,50084,ED,SEA,6,3,1.8,0,0,29,47.8,63.0,82.9,56.9,72.9,43.4,25.0,3,0,61,62,8.2,5,6
John Franklin-Myers,50088,DI,DEN,17,13,0.9,0,0,10,68.8,82.8,73.5,84.3,58.2,44.0,12.5,4,1,159,160,7.5,12,15
Josh Sweat,50120,ED,PHI,16,6,3.7,0,0,24,65.7,76.1,75.8,72.0,69.3,81.6,0.0,0,1,177,180,9.6,17,25
Lorenzo Carter,50126,ED,ATL,13,7,3.0,0,1,2,40.3,43.7,50.6,47.3,55.0,61.2,9.5,2,2,182,190,4.9,9,12
Ogbo Okoronkwo,50130,ED,CLV,16,0,0.7,0,0,8,39.3,45.3,49.1,55.4,48.1,26.3,31.3,5,3,175,179,5.7,10,11
Jacob Martin,50152,ED,CHI,11,2,3.9,0,0,6,52.8,63.5,85.9,67.0,54.9,47.3,15.4,2,0,86,88,9.3,8,9
Malcolm Roach,50191,DI,DEN,17,12,1.9,0,0,10,61.7,64.2,72.4,64.7,59.4,50.9,7.9,3,1,201,208,10.4,21,23
Arden Key,50201,ED,TEN,16,11,1.4,0,0,31,62.1,69.7,48.5,67.7,69.0,42.0,14.7,5,6,292,301,4.8,14,18
Oren Burks,50203,LB,PHI,7,5,3.3,0,0,24,70.0,83.0,77.0,63.2,86.8,60.8,4.8,1,0,63,63,12.7,8,15
Rashaan Evans,50213,LB,ATL,1,0,,0,0,2,,59.1,64.1,,59.9,,,0,0,1,1,0.0,0,0
Josh Hines-Allen,50235,ED,JAX,16,8,2.5,0,0,15,65.1,82.7,50.9,83.4,70.1,61.6,8.6,3,5,304,313,4.9,15,24
Marquis Haynes Sr.,50244,ED,CAR,2,1,6.7,0,0,5,61.4,42.7,0.0,46.9,58.4,75.4,0.0,0,1,16,16,0.0,0,3
Marcus Davenport,50291,ED,DET,2,1,1.0,0,0,11,60.3,53.1,0.0,64.4,53.4,74.4,0.0,0,2,24,27,4.2,1,1
Christian Wilkins,50293,DI,LV,5,3,3.8,0,0,23,53.0,74.7,84.0,66.9,80.2,46.2,11.8,2,0,85,88,8.2,7,12
Isaiah Oliver,50393,S,NYJ,17,5,5.3,1,0,22,61.8,65.1,84.2,59.0,71.6,73.0,13.0,3,2,205,211,2.4,5,15
Jeremy Reaves,50406,S,WAS,1,0,,0,0,32,54.1,48.4,65.0,60.0,60.5,26.1,,0,0,3,3,0.0,0,0
Juan Thornhill,50426,S,CLV,11,8,11.2,0,0,8,64.5,65.5,81.3,66.9,61.7,45.0,22.9,8,0,146,151,2.1,3,19
Jalen Davis,50431,CB,CIN,1,0,,0,0,7,50.8,50.4,75.9,48.9,62.3,80.8,,0,0,11,11,0.0,0,0
Mike Jackson,50437,CB,CAR,17,5,6.2,0,0,5,67.1,67.2,89.1,60.0,61.3,59.2,20.0,5,5,545,565,0.7,4,15
Amani Oruwariye,50533,CB,DAL,6,1,3.0,1,0,9,63.9,60.0,25.1,,47.4,64.8,14.3,1,2,103,103,2.9,3,5
Mike Ford,50535,CB,CLV,6,0,8.0,0,0,8,28.8,29.5,76.6,,53.2,26.4,0.0,0,0,25,27,4.0,1,4
Avonte Maddox,50543,CB,PHI,11,3,9.0,0,0,24,56.6,56.3,30.9,71.9,57.1,74.7,0.0,0,4,119,123,0.0,0,1
Byron Cowart,50588,DI,CHI,15,7,1.8,0,0,6,58.7,58.9,65.4,60.7,60.1,30.4,14.3,4,2,175,178,8.0,14,17
Charles Omenihu,50612,ED,KC,6,1,3.3,0,0,16,63.6,64.7,86.3,60.1,63.5,28.7,33.3,2,0,65,67,1.5,1,3
Luke Gifford,50675,LB,TEN,5,5,3.9,0,0,31,66.7,60.2,80.0,55.1,52.2,73.5,9.5,2,0,89,91,10.1,9,14
Josey Jewell,50720,LB,CAR,12,22,2.8,0,0,5,60.0,56.5,84.4,59.7,52.2,59.4,14.5,11,0,353,367,7.6,27,43
Cody Barton,50727,LB,DEN,17,30,3.5,1,0,10,56.0,66.8,66.3,62.5,79.9,84.8,3.3,2,2,339,346,4.7,16,29
Jordyn Brooks,50851,LB,MIA,17,13,3.4,0,0,17,55.1,71.3,86.2,77.5,83.0,63.6,9.1,7,1,374,391,9.9,37,57
Roquan Smith,50892,LB,BLT,16,34,3.2,0,0,3,59.8,65.2,66.0,60.6,71.6,81.2,7.9,7,1,300,309,10.0,30,48
Tremaine Edmunds,50905,LB,CHI,17,20,4.5,0,0,6,56.3,59.2,87.1,52.6,62.6,70.7,12.7,9,0,457,467,4.6,21,42
Robert Spillane,50918,LB,LV,17,34,4.1,0,0,23,48.8,68.4,68.6,67.4,87.3,83.4,3.9,4,1,412,426,8.3,34,64
Bobby Okereke,50954,LB,NYG,12,17,3.3,0,2,21,68.2,74.9,84.3,83.2,71.8,65.8,14.5,9,0,304,313,7.2,22,36
Ja'Whaun Bentley,50966,LB,NE,2,0,2.0,0,0,19,60.1,47.0,74.6,62.3,28.7,81.7,0.0,0,0,15,15,0.0,0,1
Frankie Luvu,51028,LB,WAS,17,12,2.9,0,0,32,61.8,67.5,59.6,73.4,63.3,57.8,16.7,10,2,447,453,5.6,25,38
Tyrel Dodson,51045,LB,MIA,14,15,2.9,0,1,17,82.9,67.3,63.0,56.4,47.0,66.0,12.3,7,1,325,341,7.1,23,35
Jahlani Tavai,51055,LB,NE,17,28,4.3,0,0,19,42.7,54.7,71.9,65.8,63.7,63.6,6.6,5,3,439,450,4.3,19,43
Julian Love,51081,S,SEA,17,17,7.4,0,2,29,77.4,82.2,90.0,54.4,89.5,84.6,8.8,6,0,382,408,4.2,16,45
Ben Niemann,51099,LB,DET,11,5,3.2,0,0,11,46.4,55.2,82.9,57.6,65.1,85.7,0.0,0,0,75,81,9.3,7,9
Marcelino McCrary-Ball,51112,LB,NYJ,2,0,,0,0,22,60.0,75.4,64.7,,60.6,,,0,0,2,2,0.0,0,0
Taylor Rapp,51172,S,BUF,14,9,7.9,0,1,4,45.1,59.0,87.1,63.0,85.6,90.5,6.1,3,1,291,302,3.8,11,37
P.J. Locke,51189,S,DEN,15,4,7.2,0,0,10,59.2,57.5,70.1,57.2,52.2,62.5,24.1,7,1,312,319,1.9,6,18
Andre Chachere,51194,S,ARZ,1,0,,0,0,1,,60.0,65.7,,60.0,,,0,0,3,3,0.0,0,0
Minkah Fitzpatrick,51206,S,PIT,17,12,9.1,1,0,25,67.9,68.4,45.9,51.5,74.3,81.8,14.3,5,3,392,402,1.3,5,18
Fred Warner,51222,LB,SF,17,25,3.2,0,0,28,88.4,89.2,66.6,63.4,82.1,61.5,10.7,9,1,421,432,7.8,33,50
Drue Tranquill,51276,LB,KC,16,22,2.8,2,0,16,64.8,66.5,65.2,72.1,61.6,53.6,16.4,10,3,310,319,6.1,19,29
Mike Edwards,51282,S,TB,6,3,7.0,0,0,30,66.3,72.0,81.4,51.5,83.5,87.8,0.0,0,0,46,46,2.2,1,3
Kristian Welch,51283,LB,BLT,9,0,1.8,0,0,3,44.0,46.0,72.8,,54.0,65.1,16.7,1,0,38,41,7.9,3,5
Terrell Edmunds,51334,S,PIT,6,0,5.0,0,0,25,68.4,71.6,78.4,54.5,72.3,81.2,0.0,0,0,10,10,20.0,2,2
Will Harris,51336,S,NO,13,10,6.8,0,0,20,60.1,61.5,67.8,61.3,63.1,60.0,9.3,4,1,309,322,2.3,7,29
Derwin James Jr.,51368,S,LAC,16,10,5.2,0,0,27,75.5,80.5,14.2,76.7,88.6,84.7,4.3,2,5,346,355,4.0,14,35
Amani Hooker,51378,S,TEN,14,8,6.0,0,0,31,70.3,68.0,84.0,64.5,58.4,65.2,12.5,6,2,357,368,3.9,14,34
Marcus Epps,51391,S,LV,3,3,4.6,0,0,23,44.0,46.9,79.6,70.8,63.5,32.2,11.1,1,0,67,69,4.5,3,5
Roderic Teamer,51405,S,NO,1,0,,0,0,20,,59.9,60.0,,60.0,,,0,0,1,1,0.0,0,0
Jaylinn Hawkins,51423,S,NE,16,8,10.2,0,0,19,56.3,60.1,84.9,47.9,69.3,61.5,13.8,4,0,248,257,1.2,3,17
Kaden Elliss,51485,LB,ATL,17,24,4.6,0,0,2,58.8,71.1,90.0,81.4,70.3,59.4,12.9,11,0,406,419,6.7,27,50
J.T. Gray,51495,S,NO,2,0,36.0,0,0,20,43.5,37.6,77.0,60.0,55.3,28.5,0.0,0,0,10,10,0.0,0,1
Dre Greenlaw,51503,LB,SF,2,2,2.4,0,0,28,63.5,82.0,72.6,,85.0,81.4,0.0,0,0,18,18,16.7,3,5
Kenny Moore II,51596,CB,IND,15,9,2.8,0,0,14,67.3,70.1,86.4,64.3,71.8,37.4,16.7,6,1,445,455,3.4,15,21
Nicholas Morrow,51674,LB,BUF,4,0,0.0,0,0,4,35.4,47.9,73.2,,71.7,76.4,0.0,0,0,19,19,5.3,1,1
Khyiris Tonga,52000,DI,ARZ,13,9,2.0,0,0,1,60.0,60.0,82.8,61.4,57.1,45.5,13.0,3,0,130,131,6.9,9,11
Claudin Cherelus,52094,LB,CAR,5,3,4.5,0,0,5,61.1,63.3,78.0,71.9,60.8,36.1,17.6,3,0,82,84,6.1,5,11
Paulson Adebo,52280,CB,NO,7,4,7.7,2,0,20,63.9,63.3,84.5,91.5,47.6,66.2,14.3,3,9,147,153,1.4,2,14
Ivan Pace Jr.,53587,LB,MIN,11,17,2.6,0,0,18,29.8,64.6,9.0,89.1,85.4,50.7,6.5,3,2,167,174,13.2,22,26
Carrington Valentine,53750,CB,GB,13,6,6.4,1,0,12,74.4,70.3,52.9,56.2,51.4,50.5,26.7,4,2,189,200,1.6,3,5
C.J. Brewer,54409,DI,TB,8,2,3.7,0,0,30,55.1,42.9,44.6,56.3,44.2,28.2,20.0,2,1,55,55,5.5,3,6
Tarron Jackson,54410,ED,CAR,2,0,,0,0,5,60.0,41.2,75.7,53.9,39.8,21.3,100.0,1,0,11,11,0.0,0,0
Benton Whitley,54444,ED,ARZ,1,0,,0,0,1,,57.9,67.7,59.1,60.0,,,0,0,1,1,0.0,0,0
Darrick Forrest,55087,S,WAS,4,2,8.3,0,0,32,62.8,66.2,77.3,51.0,71.3,60.6,0.0,0,0,31,31,0.0,0,3
Coby Bryant,55088,S,SEA,14,2,8.4,0,2,29,68.0,72.8,89.9,70.6,79.5,74.9,8.0,2,0,264,285,1.9,5,21
Boye Mafe,55220,ED,SEA,15,6,5.8,0,0,29,67.3,75.1,75.2,65.6,77.8,66.0,3.8,1,1,190,202,4.7,9,19
Esezi Otomewo,55221,DI,JAX,4,1,1.0,0,0,15,59.8,46.6,80.0,71.5,29.8,70.9,0.0,0,0,32,35,3.1,1,1
Mark Robinson,55265,LB,PIT,2,0,0.0,0,0,25,63.2,69.9,67.6,56.2,69.5,71.4,0.0,0,0,3,3,33.3,1,1
Kalia Davis,55389,DI,SF,13,5,4.0,0,0,28,67.3,47.3,59.8,53.8,42.5,46.0,8.3,1,1,139,141,2.9,4,6
Ja'Sir Taylor,55426,CB,LAC,12,0,1.0,0,0,27,57.7,56.7,33.4,48.1,62.9,39.5,0.0,0,2,69,69,2.9,2,2
Elijah Hicks,55584,S,CHI,7,8,10.5,0,0,6,64.0,71.8,87.4,60.0,81.6,81.7,4.5,1,1,147,149,0.0,0,13
A.J. Terrell,55586,CB,ATL,17,6,10.6,0,0,2,68.6,68.5,88.9,57.7,61.6,38.0,22.2,6,2,400,413,1.0,4,15
Josh Blackwell,55589,CB,CHI,3,0,,0,0,6,61.2,58.1,78.0,54.5,45.3,43.2,,0,0,21,21,0.0,0,0
Marco Wilson,55592,CB,CIN,12,0,9.0,0,0,7,43.7,43.5,83.0,,45.1,49.3,50.0,1,4,79,81,0.0,0,1
Lonnie Johnson Jr.,55615,S,CAR,1,0,46.0,0,0,5,46.5,50.0,93.1,,65.1,73.0,0.0,0,0,5,5,0.0,0,1
Amik Robertson,55619,CB,DET,17,1,3.0,2,1,11,60.4,63.1,55.3,50.1,89.7,59.5,27.3,3,4,120,124,5.0,6,7
Russ Yeast,55629,S,HST,1,0,,0,0,13,30.4,28.4,74.7,,60.0,77.2,,0,0,7,7,0.0,0,0
Jeff Okudah,55674,CB,HST,3,0,,0,0,13,29.3,30.8,82.2,,66.7,46.8,,0,0,25,26,0.0,0,0
Tre Brown,55677,CB,SEA,9,2,3.6,0,0,29,53.5,53.5,0.0,56.2,71.7,69.1,10.0,1,4,95,96,3.2,3,7
Deommodore Lenoir,55686,CB,SF,15,7,3.7,5,1,28,70.8,66.5,5.9,43.1,64.7,59.6,7.9,3,7,380,388,4.2,16,28
Marcus Jones,55717,CB,NE,14,1,5.0,2,0,19,67.1,70.2,52.9,45.0,88.2,82.7,7.7,1,5,184,188,3.3,6,11
Darious Williams,55724,CB,LA,12,6,2.3,1,0,26,61.5,60.0,60.9,,52.2,49.6,13.3,2,2,275,283,1.8,5,7
Ja'Marcus Ingram,55738,CB,BUF,11,2,2.3,0,0,4,54.1,58.6,15.0,92.0,68.2,42.2,37.5,3,3,57,57,5.3,3,3
Faion Hicks,55748,CB,SEA,2,0,8.5,0,0,29,60.0,68.9,69.3,,67.1,74.9,0.0,0,0,13,13,0.0,0,2
Xavier McKinney,55775,S,GB,17,9,9.5,0,0,12,90.0,84.8,44.8,74.2,67.6,85.0,5.1,2,2,382,398,1.6,6,28
Montaric Brown,55797,CB,JAX,17,5,4.0,0,0,15,61.5,62.2,63.8,,64.0,70.9,16.7,4,6,324,336,3.4,11,15
Kamren Curl,55800,S,LA,16,8,6.6,0,0,26,59.9,66.2,90.1,84.1,68.9,68.2,14.6,6,2,386,398,2.1,8,27
Arron Mosby,55908,ED,GB,10,0,3.4,0,0,12,75.8,62.5,83.6,49.6,67.7,46.7,0.0,0,0,48,52,6.3,3,7
Eric Stokes,55912,CB,GB,15,2,7.3,0,0,12,62.4,61.3,86.0,,50.8,76.6,0.0,0,1,182,189,0.5,1,4
Ameer Speed,55918,CB,CHI,1,0,,0,0,6,61.5,63.3,66.0,,60.0,,,0,0,1,1,0.0,0,0
Grant Stuard,55933,LB,IND,9,9,5.4,0,0,14,65.3,69.4,75.2,54.6,70.1,64.0,0.0,0,0,121,126,5.0,6,10
Bryan Cook,55940,S,KC,17,10,8.7,0,0,16,55.7,63.7,89.2,55.1,82.8,85.4,5.9,2,0,326,335,1.8,6,22
Nate Hobbs,55948,CB,LV,11,1,11.6,0,0,23,61.5,61.4,83.9,48.5,62.1,37.6,19.0,4,0,203,213,3.9,8,16
Tony Adams,55953,S,NYJ,14,13,6.4,0,0,22,67.5,66.4,84.3,64.7,59.4,57.1,18.0,9,4,304,314,3.6,11,28
Raheem Layne,55960,S,NYG,1,0,4.0,0,0,21,65.0,67.9,73.8,,62.2,80.1,0.0,0,0,11,11,9.1,1,1
Geno Stone,55967,S,CIN,17,9,11.4,0,0,7,53.7,53.1,90.9,63.4,45.5,49.2,22.7,10,0,416,420,1.0,4,25
Markquese Bell,56033,S,DAL,8,0,5.0,0,0,9,63.2,51.6,0.0,,57.4,41.6,25.0,1,1,28,28,7.1,2,3
Mike Brown,56054,S,TEN,10,7,7.4,0,0,31,67.6,69.2,86.3,57.9,65.5,82.8,6.3,1,1,164,168,1.2,2,8
Benjamin St-Juste,56061,CB,WAS,17,5,7.7,1,1,32,46.8,47.4,40.0,,56.2,66.1,12.5,3,9,349,354,1.4,5,16
Reed Blankenship,56065,S,PHI,15,8,7.7,0,0,24,73.6,74.4,87.4,,72.3,52.8,13.9,5,2,288,296,2.8,8,23
Ty Okada,56089,S,SEA,3,0,7.0,0,0,29,59.6,54.8,73.5,,51.2,28.6,50.0,1,0,11,11,0.0,0,1
Nephi Sewell,56107,LB,NO,1,2,4.3,0,0,20,70.0,78.1,75.0,71.5,72.6,67.4,0.0,0,0,23,26,4.3,1,3
Damarri Mathis,56143,CB,DEN,7,0,16.0,0,0,10,63.2,64.9,81.3,,68.2,75.2,0.0,0,1,34,34,0.0,0,1
Jason Pinnock,56144,S,NYG,16,5,12.5,1,0,21,45.5,54.5,90.3,92.3,59.5,48.8,14.6,6,2,399,407,1.8,7,30
DaRon Bland,56158,CB,DAL,7,1,9.0,1,0,9,71.4,70.1,85.4,,55.1,78.2,11.1,1,2,142,146,0.0,0,7
Marte Mapu,56159,S,NE,10,13,4.4,0,1,19,62.7,63.4,84.5,81.2,57.7,45.9,18.5,5,0,214,217,2.3,5,9
Keisean Nixon,56167,CB,GB,17,6,5.4,0,0,12,60.7,64.5,66.5,92.7,64.6,71.1,15.4,4,8,350,367,2.0,7,16
Ifeatu Melifonwu,56203,S,DET,3,0,5.7,1,0,11,64.4,64.3,0.0,63.4,66.0,76.0,0.0,0,1,24,24,4.2,1,3
Christian Braswell,56207,CB,JAX,2,0,,0,0,15,74.9,71.4,74.0,,51.6,84.2,,0,0,12,12,0.0,0,0
Quentin Lake,56245,S,LA,17,15,6.6,2,0,26,55.6,62.9,67.8,63.8,79.3,70.3,8.8,5,7,422,434,2.6,11,37
Darnay Holmes,56247,CB,LV,9,5,4.0,0,0,23,49.5,54.1,82.2,61.4,70.7,56.0,0.0,0,2,73,75,2.7,2,4
Jaylon Johnson,56259,CB,CHI,17,2,5.1,0,1,6,74.2,76.2,69.1,,79.9,46.7,11.1,2,3,446,456,1.8,8,14
Keith Taylor Jr.,56289,CB,KC,5,0,3.5,0,0,16,62.2,62.7,78.7,,61.5,77.8,0.0,0,0,34,35,2.9,1,2
Elijah Molden,56290,S,LAC,15,16,5.1,0,0,27,74.1,74.6,88.5,55.2,71.5,78.5,8.8,3,0,251,259,2.8,7,15
Devon Key,56307,S,DEN,10,6,5.8,0,0,10,56.5,63.1,16.3,68.3,83.8,83.5,0.0,0,1,94,96,1.1,1,4
Jose Ramirez,56323,ED,TB,2,0,,0,0,30,60.0,41.5,0.0,55.6,52.1,,,0,1,5,5,0.0,0,0
Victor Dimukeje,56347,ED,ARZ,10,2,0.7,0,0,1,86.5,75.1,82.2,75.8,53.2,42.9,16.7,1,0,74,75,2.7,2,3
Zach Carter,56349,DI,LV,12,7,2.7,0,0,23,60.0,47.2,58.9,48.9,51.8,66.2,4.8,1,1,125,127,8.0,10,13
A.J. Epenesa,56369,ED,BUF,17,7,1.4,1,0,4,54.7,54.6,48.4,56.0,58.7,46.7,12.5,4,4,233,244,8.2,19,21
Andre Jones Jr.,56395,ED,WAS,2,0,2.0,0,0,32,60.0,39.3,77.0,52.7,42.2,69.2,0.0,0,0,9,9,11.1,1,1
Neil Farrell Jr.,56401,DI,MIA,7,1,7.0,0,0,17,60.0,30.3,11.1,54.4,36.9,28.4,0.0,0,1,27,29,0.0,0,1
Earnest Brown IV,56428,DI,DAL,2,0,,0,0,9,,56.0,75.7,53.0,59.0,,,0,0,14,14,0.0,0,0
Chase Young,56436,ED,NO,17,4,1.2,0,0,20,90.0,66.8,61.7,66.0,55.4,52.2,15.0,3,3,228,238,5.3,12,13
Yetur Gross-Matos,56444,ED,SF,11,6,1.1,0,0,28,46.9,51.5,88.3,59.4,46.6,36.4,25.0,5,0,154,156,3.2,5,9
Patrick Johnson,56460,ED,NYG,5,3,3.0,0,0,21,60.0,50.2,78.8,55.5,50.0,27.1,33.3,2,0,28,28,3.6,1,1
LaBryan Ray,56501,DI,CAR,16,14,4.4,0,0,5,63.6,33.0,76.5,46.4,31.5,52.9,5.1,2,1,337,350,3.3,11,23
Phidarian Mathis,56504,DI,NYJ,12,5,1.0,0,0,22,66.5,32.3,58.4,55.7,29.0,52.5,7.1,1,1,129,131,5.4,7,8
D.J. Davidson,56523,DI,NYG,12,7,3.1,0,0,21,74.7,41.0,36.7,61.2,35.1,50.8,4.5,1,2,142,148,6.3,9,14
T.J. Slaton,56597,DI,GB,17,10,1.8,0,0,12,56.0,45.3,54.7,57.6,45.0,36.3,9.4,3,2,204,217,7.8,16,19
Malik Herring,56616,ED,KC,12,3,2.4,0,0,16,51.4,60.2,86.3,57.7,62.1,63.1,8.3,1,0,90,93,6.7,6,8
